stage_3_final_rank,candidate_id,stage_2_individual_rank,stage_2_individual_score,comparative_percentile,stage_3_final_score,rank_change,compared_in_top_group,selected_top_100,integrity_status,integrity_reasons
342,CAND_0013456,342,47.0,0.0,37.6,0,False,False,clean,
343,CAND_0018925,343,47.0,0.0,37.6,0,False,False,clean,
344,CAND_0021491,344,47.0,0.0,37.6,0,False,False,clean,
345,CAND_0033179,345,47.0,0.0,37.6,0,False,False,clean,
346,CAND_0034177,346,47.0,0.0,37.6,0,False,False,clean,
347,CAND_0043450,347,47.0,0.0,37.6,0,False,False,clean,
348,CAND_0048360,348,47.0,0.0,37.6,0,False,False,clean,
349,CAND_0050146,349,47.0,0.0,37.6,0,False,False,clean,
350,CAND_0062772,350,47.0,0.0,37.6,0,False,False,clean,
351,CAND_0071747,351,47.0,0.0,37.6,0,False,False,clean,
352,CAND_0073450,352,47.0,0.0,37.6,0,False,False,clean,
353,CAND_0073982,353,47.0,0.0,37.6,0,False,False,clean,
354,CAND_0075715,354,47.0,0.0,37.6,0,False,False,clean,
355,CAND_0079830,355,47.0,0.0,37.6,0,False,False,clean,
356,CAND_0098952,356,47.0,0.0,37.6,0,False,False,clean,
357,CAND_0050297,357,46.0,0.0,36.8,0,False,False,clean,
358,CAND_0053527,358,46.0,0.0,36.8,0,False,False,suspicious,"QLoRA claims 42 months of use, while approximately 39 months are possible since 2023-05-23."
359,CAND_0054173,359,46.0,0.0,36.8,0,False,False,clean,
360,CAND_0058300,360,46.0,0.0,36.8,0,False,False,clean,
361,CAND_0001940,361,45.0,0.0,36.0,0,False,False,clean,
362,CAND_0003557,362,45.0,0.0,36.0,0,False,False,clean,
363,CAND_0003609,363,45.0,0.0,36.0,0,False,False,clean,
364,CAND_0011140,364,45.0,0.0,36.0,0,False,False,clean,
365,CAND_0011326,365,45.0,0.0,36.0,0,False,False,clean,
366,CAND_0013536,366,45.0,0.0,36.0,0,False,False,suspicious,"QLoRA claims 74 months of use, while approximately 39 months are possible since 2023-05-23."
367,CAND_0013613,367,45.0,0.0,36.0,0,False,False,clean,
368,CAND_0019200,368,45.0,0.0,36.0,0,False,False,clean,
369,CAND_0023093,369,45.0,0.0,36.0,0,False,False,clean,
370,CAND_0023559,370,45.0,0.0,36.0,0,False,False,clean,
371,CAND_0024466,371,45.0,0.0,36.0,0,False,False,clean,
372,CAND_0024620,372,45.0,0.0,36.0,0,False,False,suspicious,"QLoRA claims 70 months of use, while approximately 39 months are possible since 2023-05-23."
373,CAND_0028527,373,45.0,0.0,36.0,0,False,False,clean,
374,CAND_0029671,374,45.0,0.0,36.0,0,False,False,clean,
375,CAND_0030031,375,45.0,0.0,36.0,0,False,False,suspicious,"QLoRA claims 61 months of use, while approximately 39 months are possible since 2023-05-23."
376,CAND_0030827,376,45.0,0.0,36.0,0,False,False,clean,
377,CAND_0031397,377,45.0,0.0,36.0,0,False,False,clean,
378,CAND_0031703,378,45.0,0.0,36.0,0,False,False,clean,
379,CAND_0032179,379,45.0,0.0,36.0,0,False,False,clean,
380,CAND_0032515,380,45.0,0.0,36.0,0,False,False,clean,
381,CAND_0035764,381,45.0,0.0,36.0,0,False,False,clean,
382,CAND_0041568,382,45.0,0.0,36.0,0,False,False,clean,
383,CAND_0043860,383,45.0,0.0,36.0,0,False,False,clean,
384,CAND_0050553,384,45.0,0.0,36.0,0,False,False,clean,
385,CAND_0051003,385,45.0,0.0,36.0,0,False,False,suspicious,"QLoRA claims 43 months of use, while approximately 39 months are possible since 2023-05-23."
386,CAND_0051219,386,45.0,0.0,36.0,0,False,False,clean,
387,CAND_0053591,387,45.0,0.0,36.0,0,False,False,clean,
388,CAND_0055992,388,45.0,0.0,36.0,0,False,False,clean,
389,CAND_0060257,389,45.0,0.0,36.0,0,False,False,clean,
390,CAND_0060303,390,45.0,0.0,36.0,0,False,False,clean,
391,CAND_0063585,391,45.0,0.0,36.0,0,False,False,clean,
392,CAND_0068012,392,45.0,0.0,36.0,0,False,False,clean,
393,CAND_0068985,393,45.0,0.0,36.0,0,False,False,clean,
394,CAND_0076482,394,45.0,0.0,36.0,0,False,False,clean,
395,CAND_0076904,395,45.0,0.0,36.0,0,False,False,clean,
396,CAND_0078042,396,45.0,0.0,36.0,0,False,False,suspicious,"QLoRA claims 42 months of use, while approximately 39 months are possible since 2023-05-23."
397,CAND_0078669,397,45.0,0.0,36.0,0,False,False,clean,
398,CAND_0087264,398,45.0,0.0,36.0,0,False,False,clean,
399,CAND_0087316,399,45.0,0.0,36.0,0,False,False,clean,
400,CAND_0090300,400,45.0,0.0,36.0,0,False,False,clean,
401,CAND_0096104,401,45.0,0.0,36.0,0,False,False,clean,
402,CAND_0008978,402,44.0,0.0,35.2,0,False,False,clean,
403,CAND_0014858,403,44.0,0.0,35.2,0,False,False,clean,
404,CAND_0023458,404,44.0,0.0,35.2,0,False,False,clean,
405,CAND_0026362,405,44.0,0.0,35.2,0,False,False,clean,
406,CAND_0028838,406,44.0,0.0,35.2,0,False,False,clean,
407,CAND_0038099,407,44.0,0.0,35.2,0,False,False,clean,
408,CAND_0048690,408,44.0,0.0,35.2,0,False,False,clean,
409,CAND_0066690,409,44.0,0.0,35.2,0,False,False,clean,
410,CAND_0069773,410,44.0,0.0,35.2,0,False,False,clean,
411,CAND_0078508,411,44.0,0.0,35.2,0,False,False,clean,
412,CAND_0088237,412,44.0,0.0,35.2,0,False,False,clean,
413,CAND_0002120,413,43.0,0.0,34.4,0,False,False,clean,
414,CAND_0002426,414,43.0,0.0,34.4,0,False,False,clean,
415,CAND_0016267,415,43.0,0.0,34.4,0,False,False,clean,
416,CAND_0017178,416,43.0,0.0,34.4,0,False,False,clean,
417,CAND_0021827,417,43.0,0.0,34.4,0,False,False,clean,
418,CAND_0035315,418,43.0,0.0,34.4,0,False,False,clean,
419,CAND_0036520,419,43.0,0.0,34.4,0,False,False,clean,
420,CAND_0052735,420,43.0,0.0,34.4,0,False,False,clean,
421,CAND_0056262,421,43.0,0.0,34.4,0,False,False,clean,
422,CAND_0061479,422,43.0,0.0,34.4,0,False,False,clean,
423,CAND_0076995,423,43.0,0.0,34.4,0,False,False,clean,
424,CAND_0084391,424,43.0,0.0,34.4,0,False,False,clean,
425,CAND_0084681,425,43.0,0.0,34.4,0,False,False,clean,
426,CAND_0086154,426,43.0,0.0,34.4,0,False,False,clean,
427,CAND_0000666,427,42.0,0.0,33.6,0,False,False,clean,
428,CAND_0001819,428,42.0,0.0,33.6,0,False,False,clean,
429,CAND_0022463,429,42.0,0.0,33.6,0,False,False,clean,
430,CAND_0023583,430,42.0,0.0,33.6,0,False,False,clean,
431,CAND_0034164,431,42.0,0.0,33.6,0,False,False,clean,
432,CAND_0075481,432,42.0,0.0,33.6,0,False,False,clean,
433,CAND_0097472,433,42.0,0.0,33.6,0,False,False,clean,
434,CAND_0046526,434,41.0,0.0,32.8,0,False,False,clean,
435,CAND_0067609,435,41.0,0.0,32.8,0,False,False,clean,
436,CAND_0092989,436,41.0,0.0,32.8,0,False,False,clean,
437,CAND_0094025,437,41.0,0.0,32.8,0,False,False,clean,
438,CAND_0095457,438,41.0,0.0,32.8,0,False,False,clean,
439,CAND_0000981,439,40.0,0.0,32.0,0,False,False,clean,
440,CAND_0003506,440,40.0,0.0,32.0,0,False,False,clean,
441,CAND_0008139,441,40.0,0.0,32.0,0,False,False,clean,
442,CAND_0011125,442,40,0.0,32.0,0,False,False,clean,
443,CAND_0013988,443,40.0,0.0,32.0,0,False,False,clean,
444,CAND_0018653,444,40.0,0.0,32.0,0,False,False,clean,
445,CAND_0022413,445,40.0,0.0,32.0,0,False,False,clean,
446,CAND_0023076,446,40,0.0,32.0,0,False,False,clean,
447,CAND_0023215,447,40.0,0.0,32.0,0,False,False,clean,
448,CAND_0025663,448,40.0,0.0,32.0,0,False,False,clean,
449,CAND_0025939,449,40,0.0,32.0,0,False,False,clean,
450,CAND_0029336,450,40,0.0,32.0,0,False,False,suspicious,"QLoRA claims 43 months of use, while approximately 39 months are possible since 2023-05-23."
451,CAND_0030207,451,40.0,0.0,32.0,0,False,False,clean,
452,CAND_0031306,452,40,0.0,32.0,0,False,False,clean,
453,CAND_0033911,453,40,0.0,32.0,0,False,False,clean,
454,CAND_0036184,454,40,0.0,32.0,0,False,False,clean,
455,CAND_0038328,455,40,0.0,32.0,0,False,False,clean,
456,CAND_0039521,456,40,0.0,32.0,0,False,False,clean,
457,CAND_0041016,457,40.0,0.0,32.0,0,False,False,clean,
458,CAND_0041233,458,40,0.0,32.0,0,False,False,clean,
459,CAND_0043904,459,40.0,0.0,32.0,0,False,False,clean,
460,CAND_0043958,460,40.0,0.0,32.0,0,False,False,clean,
461,CAND_0045613,461,40.0,0.0,32.0,0,False,False,clean,
462,CAND_0046095,462,40.0,0.0,32.0,0,False,False,clean,
463,CAND_0049217,463,40.0,0.0,32.0,0,False,False,clean,
464,CAND_0051630,464,40.0,0.0,32.0,0,False,False,clean,
465,CAND_0052030,465,40.0,0.0,32.0,0,False,False,clean,
466,CAND_0055673,466,40.0,0.0,32.0,0,False,False,clean,
467,CAND_0055842,467,40,0.0,32.0,0,False,False,suspicious,"QLoRA claims 44 months of use, while approximately 39 months are possible since 2023-05-23."
468,CAND_0057134,468,40,0.0,32.0,0,False,False,clean,
469,CAND_0057529,469,40.0,0.0,32.0,0,False,False,clean,
470,CAND_0058152,470,40,0.0,32.0,0,False,False,clean,
471,CAND_0058882,471,40,0.0,32.0,0,False,False,clean,
472,CAND_0064256,472,40.0,0.0,32.0,0,False,False,clean,
473,CAND_0066713,473,40.0,0.0,32.0,0,False,False,clean,
474,CAND_0067403,474,40.0,0.0,32.0,0,False,False,clean,
475,CAND_0072195,475,40,0.0,32.0,0,False,False,clean,
476,CAND_0074342,476,40.0,0.0,32.0,0,False,False,clean,
477,CAND_0075439,477,40.0,0.0,32.0,0,False,False,clean,
478,CAND_0077784,478,40.0,0.0,32.0,0,False,False,clean,
479,CAND_0077881,479,40,0.0,32.0,0,False,False,clean,
480,CAND_0082291,480,40.0,0.0,32.0,0,False,False,clean,
481,CAND_0086028,481,40.0,0.0,32.0,0,False,False,clean,
482,CAND_0086062,482,40.0,0.0,32.0,0,False,False,clean,
483,CAND_0088354,483,40,0.0,32.0,0,False,False,clean,
484,CAND_0091254,484,40.0,0.0,32.0,0,False,False,clean,
485,CAND_0092278,485,40.0,0.0,32.0,0,False,False,suspicious,"QLoRA claims 79 months of use, while approximately 39 months are possible since 2023-05-23."
486,CAND_0092468,486,40,0.0,32.0,0,False,False,clean,
487,CAND_0093185,487,40.0,0.0,32.0,0,False,False,clean,
488,CAND_0095567,488,40.0,0.0,32.0,0,False,False,clean,
489,CAND_0095884,489,40.0,0.0,32.0,0,False,False,suspicious,"QLoRA claims 41 months of use, while approximately 39 months are possible since 2023-05-23."
490,CAND_0006850,490,39.0,0.0,31.2,0,False,False,clean,
491,CAND_0008533,491,39.0,0.0,31.2,0,False,False,clean,
492,CAND_0012798,492,39.0,0.0,31.2,0,False,False,clean,
493,CAND_0012840,493,39.0,0.0,31.2,0,False,False,clean,
494,CAND_0015493,494,39.0,0.0,31.2,0,False,False,clean,
495,CAND_0031143,495,39.0,0.0,31.2,0,False,False,clean,
496,CAND_0034148,496,39.0,0.0,31.2,0,False,False,clean,
497,CAND_0038206,497,39.0,0.0,31.2,0,False,False,clean,
498,CAND_0084090,498,39.0,0.0,31.2,0,False,False,clean,
499,CAND_0086790,499,39.0,0.0,31.2,0,False,False,clean,
500,CAND_0007596,500,38.0,0.0,30.4,0,False,False,clean,
501,CAND_0016678,501,38.0,0.0,30.4,0,False,False,clean,
502,CAND_0032270,502,38.0,0.0,30.4,0,False,False,clean,
503,CAND_0033650,503,38.0,0.0,30.4,0,False,False,suspicious,"QLoRA claims 60 months of use, while approximately 39 months are possible since 2023-05-23."
504,CAND_0049340,504,38.0,0.0,30.4,0,False,False,clean,
505,CAND_0054377,505,38.0,0.0,30.4,0,False,False,clean,
506,CAND_0062658,506,38.0,0.0,30.4,0,False,False,clean,
507,CAND_0075409,507,38.0,0.0,30.4,0,False,False,clean,
508,CAND_0079888,508,38.0,0.0,30.4,0,False,False,clean,
509,CAND_0024170,509,37.0,0.0,29.6,0,False,False,clean,
510,CAND_0044463,510,37.0,0.0,29.6,0,False,False,clean,
511,CAND_0057162,511,37.0,0.0,29.6,0,False,False,suspicious,"QLoRA claims 49 months of use, while approximately 39 months are possible since 2023-05-23."
512,CAND_0060699,512,37.0,0.0,29.6,0,False,False,clean,
513,CAND_0005303,513,36.0,0.0,28.8,0,False,False,clean,
514,CAND_0021729,514,36.0,0.0,28.8,0,False,False,clean,
515,CAND_0046108,515,36.0,0.0,28.8,0,False,False,clean,
516,CAND_0093540,516,36.0,0.0,28.8,0,False,False,clean,
517,CAND_0099965,517,36.0,0.0,28.8,0,False,False,clean,
518,CAND_0023587,518,35.0,0.0,28.0,0,False,False,clean,
519,CAND_0044565,519,35.0,0.0,28.0,0,False,False,clean,
520,CAND_0056058,520,35.0,0.0,28.0,0,False,False,clean,
521,CAND_0087494,521,35.0,0.0,28.0,0,False,False,clean,
522,CAND_0094023,522,35.0,0.0,28.0,0,False,False,clean,
523,CAND_0094916,523,35.0,0.0,28.0,0,False,False,clean,
524,CAND_0051936,524,34.0,0.0,27.2,0,False,False,clean,
525,CAND_0086657,525,34.0,0.0,27.2,0,False,False,clean,
526,CAND_0012888,526,33.0,0.0,26.4,0,False,False,clean,
527,CAND_0024203,527,33.0,0.0,26.4,0,False,False,clean,
528,CAND_0061177,528,32.0,0.0,25.6,0,False,False,clean,
529,CAND_0007874,529,31.0,0.0,24.8,0,False,False,clean,
530,CAND_0018722,530,30.0,0.0,24.0,0,False,False,clean,
531,CAND_0041611,531,30.0,0.0,24.0,0,False,False,suspicious,"QLoRA claims 61 months of use, while approximately 39 months are possible since 2023-05-23."
532,CAND_0043312,532,30.0,0.0,24.0,0,False,False,clean,
533,CAND_0072660,533,30.0,0.0,24.0,0,False,False,suspicious,"QLoRA claims 50 months of use, while approximately 39 months are possible since 2023-05-23."
534,CAND_0081686,534,30.0,0.0,24.0,0,False,False,suspicious,"QLoRA claims 75 months of use, while approximately 39 months are possible since 2023-05-23."
535,CAND_0089726,535,27.0,0.0,21.6,0,False,False,clean,
536,CAND_0085557,536,24.0,0.0,19.2,0,False,False,clean,
537,CAND_0003582,537,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: MLflow, Photoshop, Content Writing."
538,CAND_0003599,538,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-04-18, before its verified earliest start 2023-01-01."
539,CAND_0004112,539,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2019-12-30, before its verified earliest start 2023-01-01."
540,CAND_0005191,540,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-03-29, before its verified earliest start 2023-07-01."
541,CAND_0005269,541,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-09-15, before its verified earliest start 2023-07-01."
542,CAND_0005509,542,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-08-12, before its verified earliest start 2023-07-01."
543,CAND_0005704,543,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-03-07, before its verified earliest start 2023-07-01."
544,CAND_0008049,544,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-03-29, before its verified earliest start 2023-07-01."
545,CAND_0011263,545,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2021-06-22, before its verified earliest start 2023-07-01."
546,CAND_0011327,546,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-10-15, before its verified earliest start 2023-01-01."
547,CAND_0011432,547,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-12-24, before its verified earliest start 2023-01-01.|QLoRA claims 75 months of use, while approximately 39 months are possible since 2023-05-23."
548,CAND_0011687,548,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2018-11-05, before its verified earliest start 2023-01-01.|Role ending 2022-02-17 explicitly claims Llama 2, released 2023-07-18.|Role ending 2022-02-17 explicitly claims Mistral 7B, released 2023-09-27.|Role ending 2022-02-17 explicitly claims QLoRA, released 2023-05-23."
549,CAND_0011707,549,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-09-20, before its verified earliest start 2023-01-01.|QLoRA claims 57 months of use, while approximately 39 months are possible since 2023-05-23."
550,CAND_0012837,550,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-05-13, before its verified earliest start 2023-07-01."
551,CAND_0014063,551,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-09-15, before its verified earliest start 2023-07-01."
552,CAND_0015097,552,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-06-27, before its verified earliest start 2023-01-01."
553,CAND_0015528,553,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-02-17, before its verified earliest start 2023-01-01."
554,CAND_0016000,554,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: TypeScript, Go, Docker, Hadoop, Photoshop."
555,CAND_0016170,555,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-04-14, before its verified earliest start 2023-01-01."
556,CAND_0016657,556,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2021-04-16, before its verified earliest start 2023-07-01."
557,CAND_0017960,557,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2018-09-22, before its verified earliest start 2023-07-01.|Role ending 2020-01-15 explicitly claims GPT-4, released 2023-03-14.|QLoRA claims 63 months of use, while approximately 39 months are possible since 2023-05-23."
558,CAND_0018013,558,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-05-18, before its verified earliest start 2023-07-01."
559,CAND_0018293,559,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-12-24, before its verified earliest start 2023-07-01."
560,CAND_0018701,560,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-11-14, before its verified earliest start 2023-01-01."
561,CAND_0019159,561,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-04-28, before its verified earliest start 2023-01-01."
562,CAND_0021410,562,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-12-14, before its verified earliest start 2023-01-01.|Employment at Sarvam AI starts 2022-06-10, before its verified earliest start 2023-07-01."
563,CAND_0022232,563,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-08-16, before its verified earliest start 2023-01-01."
564,CAND_0022720,564,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-03-14, before its verified earliest start 2023-07-01."
565,CAND_0024878,565,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-10-25, before its verified earliest start 2023-01-01."
566,CAND_0025923,566,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-07-22, before its verified earliest start 2023-01-01."
567,CAND_0028908,567,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-05-13, before its verified earliest start 2023-07-01."
568,CAND_0031068,568,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-01-18, before its verified earliest start 2023-01-01."
569,CAND_0033311,569,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2021-12-19, before its verified earliest start 2023-07-01."
570,CAND_0033817,570,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: JavaScript, BigQuery, Six Sigma, gRPC."
571,CAND_0033842,571,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-09-18, before its verified earliest start 2023-01-01."
572,CAND_0033861,572,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-08-26, before its verified earliest start 2023-07-01."
573,CAND_0033972,573,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Airflow, OpenCV, Figma."
574,CAND_0034849,574,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-05-13, before its verified earliest start 2023-07-01."
575,CAND_0035779,575,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-12-19, before its verified earliest start 2023-01-01."
576,CAND_0036839,576,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: SAP, GCP, Rust."
577,CAND_0036973,577,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-05-28, before its verified earliest start 2023-01-01."
578,CAND_0040099,578,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-06-17, before its verified earliest start 2023-07-01.|QLoRA claims 52 months of use, while approximately 39 months are possible since 2023-05-23."
579,CAND_0042245,579,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Databricks, BentoML, Vue.js."
580,CAND_0046649,580,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: SAP, Node.js, gRPC, Flask, Hadoop."
581,CAND_0046689,581,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Node.js, SQL, gRPC, Spark."
582,CAND_0048166,582,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-08-16, before its verified earliest start 2023-07-01."
583,CAND_0048740,583,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: gRPC, Angular, Content Writing."
584,CAND_0049978,584,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-02-17, before its verified earliest start 2023-07-01."
585,CAND_0050454,585,0.0,0.0,0.0,0,False,False,suspicious,"QLoRA claims 87 months of use, while approximately 39 months are possible since 2023-05-23."
586,CAND_0050765,586,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-06-17, before its verified earliest start 2023-07-01."
587,CAND_0051615,587,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-11-19, before its verified earliest start 2023-01-01."
588,CAND_0052195,588,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-02-12, before its verified earliest start 2023-07-01."
589,CAND_0055792,589,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Scrum, TTS, LoRA."
590,CAND_0055905,590,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Rephrase.ai starts 2018-05-09, before its verified earliest start 2019-01-01."
591,CAND_0056983,591,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Rust, Next.js, Redis, Salesforce CRM, MongoDB."
592,CAND_0058517,592,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-04-23, before its verified earliest start 2023-01-01."
593,CAND_0059400,593,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2023-04-13, before its verified earliest start 2023-07-01."
594,CAND_0059520,594,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-09-01, before its verified earliest start 2023-07-01."
595,CAND_0060642,595,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Milvus, Agile, Azure, Diffusion Models, MongoDB."
596,CAND_0060835,596,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-05-18, before its verified earliest start 2023-07-01."
597,CAND_0061156,597,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-09-15, before its verified earliest start 2023-07-01."
598,CAND_0061339,598,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-04-27, before its verified earliest start 2023-01-01."
599,CAND_0061655,599,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-11-14, before its verified earliest start 2023-01-01."
600,CAND_0061722,600,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Terraform, GANs, Milvus, MongoDB, Speech Recognition."
601,CAND_0063736,601,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-10-15, before its verified earliest start 2023-01-01."
602,CAND_0063862,602,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-03-24, before its verified earliest start 2023-01-01."
603,CAND_0063888,603,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Project Management, Accounting, MLOps, React, Webpack."
604,CAND_0065052,604,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-06-17, before its verified earliest start 2023-07-01."
605,CAND_0065096,605,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: ETL, Tally, Flask, Rust."
606,CAND_0065450,606,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-05-18, before its verified earliest start 2023-07-01."
607,CAND_0065878,607,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Rephrase.ai starts 2018-06-08, before its verified earliest start 2019-01-01.|QLoRA claims 75 months of use, while approximately 39 months are possible since 2023-05-23."
608,CAND_0065927,608,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2019-11-30, before its verified earliest start 2023-01-01."
609,CAND_0066791,609,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-10-15, before its verified earliest start 2023-01-01."
610,CAND_0067183,610,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-10-15, before its verified earliest start 2023-07-01."
611,CAND_0068513,611,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-06-17, before its verified earliest start 2023-07-01."
612,CAND_0068932,612,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2022-09-15, before its verified earliest start 2023-01-01."
613,CAND_0069248,613,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2021-03-17, before its verified earliest start 2023-07-01."
614,CAND_0070429,614,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: MLOps, Figma, Accounting, YOLO, Java."
615,CAND_0070653,615,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2021-07-22, before its verified earliest start 2023-01-01."
616,CAND_0070808,616,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-03-29, before its verified earliest start 2023-01-01."
617,CAND_0071115,617,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-09-25, before its verified earliest start 2023-01-01."
618,CAND_0072032,618,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Krutrim starts 2020-07-27, before its verified earliest start 2023-01-01."
619,CAND_0072232,619,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2022-07-10, before its verified earliest start 2023-07-01."
620,CAND_0072379,620,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: Azure, Redux, Illustrator, Spark."
621,CAND_0073853,621,0.0,0.0,0.0,0,False,False,verified_failure,"Expert proficiency with zero usage duration: CI/CD, Marketing, GCP, Excel, AWS."
622,CAND_0077296,622,0.0,0.0,0.0,0,False,False,verified_failure,"Employment at Sarvam AI starts 2020-08-26, before its verified earliest start 2023-07-01."
